transaction_id,customer_id,amount,transaction_time,merchant_type,is_fraud,age,gender,income,account_balance,transaction_frequency,customer_segment,atm_id,atm_location,cash_withdrawal_amount,loan_id,loan_amount,credit_score,loan_status,news_headline,sentiment_score,stock_ticker
2052,2804,5459.59,1/2/2025 10:11,Fuel,0,48,Male,165410,465102.97,36,Low,47,Hyderabad,17738.13,7052,2193032,392,Default,Tech stocks rally on innovation,-0.27,ICICIBANK
2053,4212,12434.51,1/2/2025 10:12,Travel,0,34,Male,153459,222963.46,6,Medium,23,Kolkata,17199.42,7053,2014890,784,Default,Corporate layoffs rise across tech firms,0,ICICIBANK
2054,2297,15853.96,1/2/2025 10:13,Online,0,70,Female,172247,337291.73,37,High Value,28,Mumbai,28269.5,7054,918963,804,Paid,Rupee weakens against Dollar,-0.11,SBIN
2055,4487,40443.23,1/2/2025 10:14,Retail,0,60,Female,45795,441457.5,62,New,1,Hyderabad,46096.89,7055,1047042,896,Paid,Rupee weakens against Dollar,0.17,SBIN
2056,2631,43775.68,1/2/2025 10:15,Food,1,53,Other,142799,65495.47,86,New,32,Mumbai,13421.22,7056,1640444,621,Paid,Oil prices surge on global conflict,-0.8,SBIN
2057,4810,15130.29,1/2/2025 10:16,Bill,0,38,Female,145920,427993.65,73,New,12,Delhi,19041.71,7057,1973122,374,Paid,Market rises amid strong earnings,0.01,INFY
2058,2914,42936.32,1/2/2025 10:17,Bill,0,44,Male,183501,362290.66,60,New,46,Kolkata,44573.36,7058,460156,762,Paid,Market rises amid strong earnings,0.11,WIPRO
2059,4110,42862.97,1/2/2025 10:18,Medical,0,58,Male,78105,419876.36,93,Medium,35,Bengaluru,44771.43,7059,994534,450,Paid,Banking sector sees strong growth,0.76,INFY
2060,1813,38234.9,1/2/2025 10:19,Travel,0,45,Female,18801,247670.43,64,New,26,Delhi,11805.99,7060,1415611,434,Paid,Oil prices surge on global conflict,0.14,WIPRO
2061,1028,7343.29,1/2/2025 10:20,Food,0,33,Female,153485,17225.68,50,New,31,Chennai,35345.9,7061,2171311,489,Paid,Banking sector sees strong growth,0.09,SBIN
2062,1957,34519.24,1/2/2025 10:21,Medical,0,52,Male,125375,335422.66,52,New,12,Delhi,20836.49,7062,182484,333,Paid,Corporate layoffs rise across tech firms,0.62,SBIN
2063,3032,47251.75,1/2/2025 10:22,Fuel,0,53,Female,32665,187578.95,17,Low,29,Bengaluru,46806.43,7063,1284129,657,Paid,Global markets fall due to uncertainty,-0.87,SBIN
2064,1476,34130.2,1/2/2025 10:23,Fuel,0,73,Male,111636,201506.71,60,Medium,5,Bengaluru,36639.04,7064,2618310,404,In Progress,Corporate layoffs rise across tech firms,0.3,HDFCBANK
2065,1317,16587.53,1/2/2025 10:24,Medical,0,52,Male,124391,220910.47,77,High Value,35,Chennai,24768.23,7065,2030438,668,Default,Corporate layoffs rise across tech firms,0.62,INFY
2066,1244,25033.96,1/2/2025 10:25,Online,1,62,Female,23187,246708.36,81,Medium,7,Chennai,40888.83,7066,2270578,862,Paid,Market rises amid strong earnings,-0.81,HDFCBANK
2067,1747,32289.79,1/2/2025 10:26,Bill,0,36,Female,79989,331136.15,54,Medium,16,Hyderabad,49894.14,7067,1263367,471,Paid,Global markets fall due to uncertainty,0.62,ICICIBANK
2068,1696,25533.41,1/2/2025 10:27,Food,0,74,Other,40784,363524.45,10,Medium,32,Mumbai,22407.46,7068,622913,369,Paid,Banking sector sees strong growth,0.57,ICICIBANK
2069,1271,6006.45,1/2/2025 10:28,Travel,0,38,Other,64454,388532.72,25,New,17,Delhi,18738.27,7069,1023803,738,Default,Market rises amid strong earnings,-1,SBIN
2070,4511,15610.08,1/2/2025 10:29,Retail,0,50,Other,159877,335967.29,18,Low,21,Hyderabad,30391.1,7070,443951,621,In Progress,Global markets fall due to uncertainty,-0.51,RELIANCE
2071,2771,40121.78,1/2/2025 10:30,Travel,0,40,Other,56715,401837.97,64,Low,27,Chennai,34185.82,7071,1061676,869,Paid,Company faces regulatory issues,-0.7,RELIANCE
2072,2262,43072.29,1/2/2025 10:31,Travel,1,72,Other,68411,61513.53,79,Low,40,Hyderabad,35251.98,7072,467282,419,Paid,Oil prices surge on global conflict,0.02,INFY
2073,3424,6873.63,1/2/2025 10:32,Food,0,23,Male,135451,418490.42,59,Low,47,Delhi,23731.79,7073,1732810,410,In Progress,Company faces regulatory issues,0.83,SBIN
2074,1265,47619.81,1/2/2025 10:33,Bill,0,49,Female,57186,193945.9,27,High Value,15,Mumbai,16681.41,7074,1877885,872,Default,Global markets fall due to uncertainty,0.21,SBIN
2075,3973,16447.84,1/2/2025 10:34,Food,0,39,Male,88111,264623.95,58,Low,23,Bengaluru,41114.04,7075,1140338,555,Default,Corporate layoffs rise across tech firms,0.2,ICICIBANK
2076,1920,33119.06,1/2/2025 10:35,Retail,0,20,Other,122729,217172.81,61,New,8,Delhi,47917.19,7076,1959023,721,Paid,Tech stocks rally on innovation,-0.75,HDFCBANK
2077,4430,37593.74,1/2/2025 10:36,Medical,0,52,Other,43093,238120.74,83,New,25,Mumbai,43212.69,7077,467084,455,Paid,Global markets fall due to uncertainty,0.33,INFY
2078,1339,40599.19,1/2/2025 10:37,Food,1,33,Female,89625,143071.13,79,Low,11,Bengaluru,34149.48,7078,2115222,484,Paid,Market rises amid strong earnings,0.78,RELIANCE
2079,1388,47288.03,1/2/2025 10:38,Online,0,59,Male,37474,85390.48,71,High Value,21,Kolkata,18071.49,7079,2248035,852,Paid,Banking sector sees strong growth,-0.14,TCS
2080,3624,15652.85,1/2/2025 10:39,Travel,0,42,Other,23154,52894.92,43,Low,10,Delhi,31161.91,7080,1543186,861,Paid,Global markets fall due to uncertainty,0.36,HDFCBANK
2081,4760,42926.74,1/2/2025 10:40,Bill,0,34,Other,168136,225973.72,80,New,9,Chennai,5147.89,7081,276195,536,In Progress,Market rises amid strong earnings,-0.41,SBIN
2082,3050,6593.03,1/2/2025 10:41,Fuel,0,56,Other,175470,63067.87,88,New,48,Delhi,26742.26,7082,2343634,744,Paid,Market rises amid strong earnings,-0.46,TCS
2083,4500,35254.99,1/2/2025 10:42,Retail,0,30,Other,116666,122871.74,87,New,1,Chennai,39082.74,7083,475228,802,Paid,Company faces regulatory issues,-0.63,INFY
2084,2165,37101.47,1/2/2025 10:43,Fuel,0,45,Male,189941,67241.13,11,Medium,22,Mumbai,12627.85,7084,1009020,624,In Progress,Global markets fall due to uncertainty,-0.52,INFY
2085,1375,33889.38,1/2/2025 10:44,Travel,0,28,Male,24646,55006.06,88,New,6,Hyderabad,25126.56,7085,1871731,676,Paid,Oil prices surge on global conflict,-0.31,TCS
2086,4741,12623.21,1/2/2025 10:45,Food,0,27,Other,74671,441289.34,5,Low,30,Hyderabad,3756.38,7086,1007337,802,Default,Corporate layoffs rise across tech firms,0.13,INFY
2087,3033,43653.43,1/2/2025 10:46,Fuel,0,56,Male,131700,337175.96,58,New,34,Mumbai,41941,7087,1808333,756,Paid,Corporate layoffs rise across tech firms,0.56,INFY
2088,3371,8451.23,1/2/2025 10:47,Online,0,41,Other,40391,461917.68,39,High Value,13,Delhi,17576.58,7088,150005,706,Paid,Tech stocks rally on innovation,-0.42,ICICIBANK
2089,1145,2691.2,1/2/2025 10:48,Food,0,55,Female,174894,322184.07,48,Medium,22,Delhi,29152.17,7089,2812977,387,Paid,Tech stocks rally on innovation,-0.66,SBIN
2090,2981,35876.07,1/2/2025 10:49,Travel,0,41,Female,129059,422053.54,94,High Value,6,Chennai,18988.89,7090,2660094,404,Paid,Banking sector sees strong growth,-0.1,HDFCBANK
2091,1292,23779.03,1/2/2025 10:50,Fuel,0,50,Female,52872,277871.65,80,New,41,Delhi,29920.26,7091,1504936,884,Paid,Banking sector sees strong growth,0.58,RELIANCE
2092,4736,42456.41,1/2/2025 10:51,Medical,0,34,Male,90048,231583.71,20,Medium,46,Kolkata,37235.48,7092,1572689,757,Paid,Company faces regulatory issues,-0.22,SBIN
2093,1431,19176.02,1/2/2025 10:52,Retail,0,74,Other,175412,264474.46,93,Medium,24,Chennai,16408.05,7093,1497388,556,Default,Global markets fall due to uncertainty,0.83,ICICIBANK
2094,1704,8422.25,1/2/2025 10:53,Fuel,0,61,Female,96605,160452.63,81,Medium,21,Hyderabad,26011.14,7094,2873347,433,Paid,Banking sector sees strong growth,-0.5,INFY
2095,3996,41823.75,1/2/2025 10:54,Medical,0,53,Female,129610,329157.21,19,New,39,Kolkata,39764.24,7095,1657407,785,Paid,Global markets fall due to uncertainty,0.52,RELIANCE
2096,2998,27449.99,1/2/2025 10:55,Medical,0,52,Male,129559,448638.86,60,High Value,23,Delhi,34423.78,7096,2355418,584,Default,Oil prices surge on global conflict,-0.06,INFY
2097,3632,9467.9,1/2/2025 10:56,Fuel,0,23,Male,150574,391285.55,26,New,5,Hyderabad,2947.94,7097,332655,686,Paid,Tech stocks rally on innovation,-0.79,SBIN
2098,1398,36022,1/2/2025 10:57,Bill,0,33,Female,112772,231269.01,79,Medium,7,Chennai,28481.07,7098,2891210,643,Paid,Market rises amid strong earnings,-0.44,HDFCBANK
2099,3864,25560.57,1/2/2025 10:58,Fuel,0,62,Other,63020,476982.58,25,New,3,Delhi,18879.05,7099,2221628,725,Paid,Tech stocks rally on innovation,0.72,INFY
2100,4960,30219.61,1/2/2025 10:59,Travel,0,45,Other,104543,492718.84,15,Medium,13,Chennai,35468.13,7100,279383,436,Default,Company faces regulatory issues,-0.99,TCS
2101,4415,23050.31,1/2/2025 11:00,Medical,0,58,Other,35971,246803.75,84,Medium,12,Delhi,931.73,7101,2227663,870,Paid,Global markets fall due to uncertainty,0.51,TCS
2102,1963,41437.16,1/2/2025 11:01,Retail,0,49,Female,21037,432387.6,94,Medium,6,Mumbai,16596.78,7102,1191538,593,Paid,Market rises amid strong earnings,0.62,TCS
2103,4211,41479.84,1/2/2025 11:02,Travel,0,43,Male,196379,2882.74,21,New,34,Hyderabad,4416,7103,158013,341,In Progress,Rupee weakens against Dollar,-0.76,TCS
2104,3234,35472.35,1/2/2025 11:03,Online,0,28,Other,122596,33794.47,47,New,15,Delhi,46032.55,7104,1641127,349,Paid,Rupee weakens against Dollar,0.92,RELIANCE
2105,3041,5279.01,1/2/2025 11:04,Food,0,69,Female,173433,11683.51,35,Medium,47,Bengaluru,43837.33,7105,1820071,472,Paid,Corporate layoffs rise across tech firms,0.74,SBIN
2106,2828,41944.3,1/2/2025 11:05,Fuel,0,42,Female,29466,386694.92,44,Low,18,Bengaluru,48407.63,7106,2122345,588,Paid,Market rises amid strong earnings,-0.64,WIPRO
2107,3108,33553.94,1/2/2025 11:06,Bill,0,48,Male,24627,40349.67,6,High Value,49,Chennai,32209.07,7107,474461,461,Paid,Company faces regulatory issues,-0.52,TCS
2108,1938,34854.24,1/2/2025 11:07,Retail,0,38,Other,167665,9016.75,75,Medium,3,Delhi,40371.74,7108,926381,878,Paid,Market rises amid strong earnings,0.64,INFY
2109,4451,18155.51,1/2/2025 11:08,Bill,0,62,Female,66697,74135.68,23,Medium,22,Mumbai,30632.25,7109,982941,639,Default,Global markets fall due to uncertainty,0.09,WIPRO
2110,1709,43965.19,1/2/2025 11:09,Bill,0,72,Other,38149,153494.25,39,Medium,35,Chennai,24652.99,7110,510626,622,Paid,Tech stocks rally on innovation,0.85,WIPRO
2111,1806,36271.33,1/2/2025 11:10,Bill,0,68,Other,31737,232617.99,73,Medium,28,Delhi,41707.64,7111,273146,625,Paid,Rupee weakens against Dollar,0.96,ICICIBANK
2112,2463,5638.4,1/2/2025 11:11,Fuel,0,20,Other,82854,33168.94,18,Medium,41,Bengaluru,38830.69,7112,2296091,466,Paid,Global markets fall due to uncertainty,-0.31,INFY
2113,4390,20394.82,1/2/2025 11:12,Retail,0,29,Female,191559,249741.63,40,Low,42,Hyderabad,36690.51,7113,2483434,466,Paid,Banking sector sees strong growth,-0.81,INFY
2114,2325,44320.15,1/2/2025 11:13,Retail,0,68,Other,40314,124406.7,36,New,12,Mumbai,44706.16,7114,2488744,668,Paid,Rupee weakens against Dollar,0.41,INFY
2115,4415,2369.36,1/2/2025 11:14,Medical,0,57,Male,50287,137548.56,28,Low,1,Delhi,46444.33,7115,295152,384,Paid,Market rises amid strong earnings,0.85,INFY
2116,1010,48071.22,1/2/2025 11:15,Bill,0,63,Female,176523,411040.17,64,Medium,36,Bengaluru,22319.84,7116,1915472,414,Paid,Market rises amid strong earnings,-0.67,ICICIBANK
2117,2085,33961.34,1/2/2025 11:16,Medical,0,71,Female,85963,493468.33,83,Medium,30,Hyderabad,14212.78,7117,1114973,349,Default,Rupee weakens against Dollar,0.97,WIPRO
2118,2868,31572.49,1/2/2025 11:17,Medical,0,58,Other,183443,232200.08,94,Medium,23,Bengaluru,25638.1,7118,1101484,757,Default,Corporate layoffs rise across tech firms,-0.61,WIPRO
2119,3273,13535.26,1/2/2025 11:18,Food,0,42,Other,170702,161224.46,58,New,37,Chennai,4744,7119,2009897,671,Paid,Global markets fall due to uncertainty,-0.83,TCS
2120,4224,12447.1,1/2/2025 11:19,Fuel,0,73,Other,197308,465758.36,38,High Value,28,Mumbai,46914.21,7120,1566565,517,Default,Corporate layoffs rise across tech firms,-0.01,HDFCBANK
2121,4782,47103.49,1/2/2025 11:20,Fuel,0,34,Female,48667,250474,79,High Value,49,Chennai,49194.28,7121,545459,558,In Progress,Rupee weakens against Dollar,0.61,WIPRO
2122,3611,14920.64,1/2/2025 11:21,Travel,0,55,Male,107214,365311.61,44,Low,5,Kolkata,32669.97,7122,825651,669,Paid,Oil prices surge on global conflict,-0.29,RELIANCE
2123,1771,38777.51,1/2/2025 11:22,Medical,0,53,Male,40099,207163.15,76,Low,36,Delhi,37333.47,7123,2925862,395,In Progress,Company faces regulatory issues,-0.34,ICICIBANK
2124,2594,19662.16,1/2/2025 11:23,Fuel,0,53,Female,112170,101673.01,2,High Value,47,Chennai,16251.24,7124,2948288,774,Paid,Oil prices surge on global conflict,-0.61,ICICIBANK
2125,2607,6971.31,1/2/2025 11:24,Bill,0,36,Male,92604,327615.11,73,Medium,10,Hyderabad,43326.75,7125,2656287,524,In Progress,Global markets fall due to uncertainty,0.97,WIPRO
2126,4731,545.66,1/2/2025 11:25,Online,0,61,Other,97635,332588.9,35,New,5,Mumbai,45025.1,7126,2947967,640,In Progress,Rupee weakens against Dollar,-0.32,ICICIBANK
2127,4932,27217.42,1/2/2025 11:26,Bill,0,74,Female,184170,230361.83,1,Low,14,Mumbai,3937.42,7127,1428745,726,Paid,Tech stocks rally on innovation,0.33,RELIANCE
2128,4646,48789.18,1/2/2025 11:27,Retail,0,19,Male,173945,135339.84,46,New,24,Kolkata,6659.05,7128,2585081,783,Paid,Company faces regulatory issues,-0.74,INFY
2129,2333,18463.12,1/2/2025 11:28,Fuel,0,34,Female,169630,415990.84,60,Medium,28,Kolkata,13116.56,7129,550447,583,Default,Market rises amid strong earnings,-0.1,SBIN
2130,1884,17866.04,1/2/2025 11:29,Fuel,0,47,Male,45518,138021.4,63,Medium,21,Delhi,35213.36,7130,2775270,647,Paid,Oil prices surge on global conflict,0.59,RELIANCE
2131,4314,17211.14,1/2/2025 11:30,Travel,1,64,Female,67763,329682.48,95,Low,45,Chennai,9249.9,7131,1785823,640,Paid,Oil prices surge on global conflict,0.94,WIPRO
2132,4564,26031.99,1/2/2025 11:31,Medical,0,27,Male,74172,192300.82,92,High Value,40,Delhi,11082,7132,1269258,673,Paid,Market rises amid strong earnings,-0.65,ICICIBANK
2133,2389,22038.84,1/2/2025 11:32,Online,0,52,Female,149822,236504.1,45,High Value,12,Chennai,19154.99,7133,1497824,712,Paid,Company faces regulatory issues,-0.81,INFY
2134,4401,43996.93,1/2/2025 11:33,Fuel,0,69,Female,157953,106095.63,57,High Value,20,Chennai,30620.65,7134,1652422,717,Paid,Company faces regulatory issues,0.98,ICICIBANK
2135,4178,25280.98,1/2/2025 11:34,Travel,0,53,Female,165678,324915.23,37,Medium,32,Mumbai,48817.84,7135,1579082,581,Paid,Corporate layoffs rise across tech firms,0.11,WIPRO
2136,1225,25392.81,1/2/2025 11:35,Travel,0,71,Female,31819,113300,7,Medium,38,Chennai,39216.35,7136,778312,542,Paid,Company faces regulatory issues,-0.31,HDFCBANK
2137,1824,6927.2,1/2/2025 11:36,Online,0,50,Female,107013,243114.17,16,New,40,Delhi,27959.35,7137,1767820,838,Paid,Market rises amid strong earnings,0.92,TCS
2138,3265,49137.15,1/2/2025 11:37,Bill,0,18,Other,174827,164565.47,50,New,42,Delhi,2564.37,7138,2067399,498,Default,Market rises amid strong earnings,-0.22,TCS
2139,1936,12506.14,1/2/2025 11:38,Bill,0,35,Female,40811,481821.06,14,New,21,Kolkata,25890.31,7139,145791,730,Paid,Oil prices surge on global conflict,-0.54,ICICIBANK
2140,3800,3677.47,1/2/2025 11:39,Bill,0,21,Female,52697,491119.44,97,Medium,17,Mumbai,10283.85,7140,1003007,784,Paid,Rupee weakens against Dollar,0.61,INFY
2141,3553,33160.68,1/2/2025 11:40,Food,0,72,Female,76196,376868.91,6,High Value,1,Bengaluru,15073.45,7141,525707,526,Paid,Oil prices surge on global conflict,-0.37,HDFCBANK
2142,3306,29772.36,1/2/2025 11:41,Medical,0,71,Male,128100,491966.79,61,Medium,44,Bengaluru,12617.95,7142,2277187,495,Paid,Market rises amid strong earnings,-0.36,HDFCBANK
2143,2911,20763.13,1/2/2025 11:42,Medical,0,64,Female,164416,57218.55,21,New,28,Hyderabad,17437.66,7143,2107748,527,Paid,Market rises amid strong earnings,-0.11,SBIN
2144,4845,21115.39,1/2/2025 11:43,Bill,0,44,Other,35656,496166.16,10,New,2,Kolkata,3206.76,7144,1097090,366,Paid,Market rises amid strong earnings,0.39,INFY
2145,4588,39255.35,1/2/2025 11:44,Online,0,42,Female,172454,52226.18,32,New,17,Hyderabad,28884.21,7145,2535801,624,Paid,Global markets fall due to uncertainty,0.68,INFY
2146,2796,9793.67,1/2/2025 11:45,Food,0,72,Male,177103,208018.16,6,New,39,Mumbai,2383.08,7146,2254537,637,In Progress,Global markets fall due to uncertainty,-0.55,HDFCBANK
2147,1053,41014.46,1/2/2025 11:46,Medical,0,45,Male,75574,119854.31,2,Low,14,Bengaluru,33063.12,7147,2705458,826,Default,Global markets fall due to uncertainty,-0.28,TCS
2148,4118,32440.87,1/2/2025 11:47,Bill,0,70,Female,72529,476946.06,39,New,14,Bengaluru,36567.04,7148,1492455,413,Paid,Company faces regulatory issues,-0.01,TCS
2149,1726,20954.3,1/2/2025 11:48,Food,0,39,Female,147566,318077.07,49,Medium,44,Bengaluru,24354.6,7149,2535281,403,Paid,Market rises amid strong earnings,-0.95,HDFCBANK
2150,3736,22906.85,1/2/2025 11:49,Online,0,59,Female,164435,298765.2,27,Low,48,Hyderabad,39084.73,7150,1474504,727,Paid,Oil prices surge on global conflict,0.39,RELIANCE
2151,2544,12839.79,1/2/2025 11:50,Bill,0,42,Female,167884,498720.53,56,High Value,18,Delhi,48372.8,7151,1521308,802,Paid,Oil prices surge on global conflict,0.13,HDFCBANK
2152,4170,37608.2,1/2/2025 11:51,Retail,0,34,Male,166509,306406.84,14,Medium,40,Hyderabad,17068.63,7152,2306366,606,In Progress,Global markets fall due to uncertainty,-0.73,ICICIBANK
2153,2043,25648.61,1/2/2025 11:52,Fuel,0,74,Female,121741,323256.86,23,Medium,34,Bengaluru,30983.46,7153,2139649,492,Default,Company faces regulatory issues,-0.74,SBIN
2154,2913,16049.52,1/2/2025 11:53,Online,0,71,Male,111060,22864.76,85,High Value,43,Kolkata,16254.21,7154,2696630,513,Paid,Tech stocks rally on innovation,0.79,RELIANCE
2155,2776,29806.55,1/2/2025 11:54,Travel,0,61,Male,22160,429595.78,51,Medium,1,Kolkata,22224.94,7155,920239,444,Default,Rupee weakens against Dollar,0.37,INFY
2156,2596,49786.77,1/2/2025 11:55,Travel,0,69,Other,187415,485059.67,94,Low,42,Chennai,1139.19,7156,389898,863,Default,Rupee weakens against Dollar,-0.22,HDFCBANK
2157,2914,21768.76,1/2/2025 11:56,Online,0,29,Male,38593,480175.42,25,High Value,18,Hyderabad,3810.06,7157,1156993,357,In Progress,Banking sector sees strong growth,-0.32,WIPRO
2158,4561,46035.36,1/2/2025 11:57,Travel,0,33,Female,146356,110942.25,53,Low,48,Chennai,39896.68,7158,148342,880,In Progress,Tech stocks rally on innovation,-0.37,HDFCBANK
2159,3466,17257.39,1/2/2025 11:58,Medical,0,54,Female,194155,113344.71,88,New,34,Chennai,7081.4,7159,1477208,422,Default,Corporate layoffs rise across tech firms,0.31,RELIANCE
2160,3737,2746.09,1/2/2025 11:59,Online,0,33,Female,183923,183340.54,11,High Value,23,Hyderabad,34987.66,7160,1256109,848,In Progress,Tech stocks rally on innovation,-0.64,HDFCBANK
2161,1849,10220.06,1/2/2025 12:00,Retail,0,34,Female,35378,155449.93,35,Low,49,Chennai,35472.46,7161,239339,534,Paid,Banking sector sees strong growth,0.97,ICICIBANK
2162,3109,20940.57,1/2/2025 12:01,Online,0,72,Other,154563,153154.52,55,New,16,Mumbai,49811.68,7162,253915,790,Default,Oil prices surge on global conflict,0.37,TCS
2163,4216,10989.55,1/2/2025 12:02,Bill,0,48,Other,80500,302805.75,58,Low,19,Hyderabad,34810.24,7163,2907562,374,Paid,Company faces regulatory issues,-0.75,HDFCBANK
2164,3263,21.35,1/2/2025 12:03,Bill,0,32,Other,81436,402901.2,68,Low,37,Chennai,6524.41,7164,1080561,594,In Progress,Banking sector sees strong growth,-0.72,TCS
2165,1002,45750.93,1/2/2025 12:04,Food,0,30,Other,16459,468415.7,37,Medium,6,Chennai,31364.43,7165,1372673,799,In Progress,Company faces regulatory issues,0.3,INFY
2166,1159,42195.53,1/2/2025 12:05,Travel,0,57,Male,159752,34396.31,77,New,24,Hyderabad,26254.73,7166,2645789,417,Paid,Tech stocks rally on innovation,-0.23,INFY
2167,4810,37117.19,1/2/2025 12:06,Fuel,0,44,Other,34305,139350.25,9,Medium,17,Bengaluru,45877.8,7167,1926342,643,Paid,Banking sector sees strong growth,0.32,HDFCBANK
2168,1780,8399.05,1/2/2025 12:07,Travel,0,38,Male,181373,127879.38,28,New,48,Chennai,34538.49,7168,370357,458,Paid,Corporate layoffs rise across tech firms,0.45,INFY
2169,4191,6026.98,1/2/2025 12:08,Medical,0,19,Female,178764,179041.11,55,New,16,Delhi,25972.08,7169,154990,346,Paid,Tech stocks rally on innovation,0.08,HDFCBANK
2170,1892,3389.56,1/2/2025 12:09,Online,0,25,Male,185419,212454.96,46,Medium,39,Bengaluru,31248.27,7170,2253997,662,Paid,Banking sector sees strong growth,-0.49,TCS
2171,3030,36204.22,1/2/2025 12:10,Fuel,0,59,Male,163261,194891.15,80,Medium,48,Delhi,22228.65,7171,1663688,632,Paid,Rupee weakens against Dollar,0.1,RELIANCE
2172,4160,46441.11,1/2/2025 12:11,Fuel,0,24,Other,153667,476097.53,70,Medium,41,Bengaluru,25469.52,7172,2682114,679,Paid,Banking sector sees strong growth,-0.16,HDFCBANK
2173,3376,21532.49,1/2/2025 12:12,Travel,0,27,Female,79370,218845.96,27,New,6,Bengaluru,36145.01,7173,2981687,423,Paid,Market rises amid strong earnings,0.78,SBIN
2174,1579,5965.84,1/2/2025 12:13,Fuel,0,74,Female,16921,276020.49,10,New,16,Mumbai,4009.48,7174,413140,463,Paid,Rupee weakens against Dollar,0.48,WIPRO
2175,2933,25624.52,1/2/2025 12:14,Fuel,0,21,Other,118276,374442.32,23,New,9,Chennai,30805.25,7175,824585,469,Paid,Global markets fall due to uncertainty,0.24,RELIANCE
2176,2380,17448.11,1/2/2025 12:15,Bill,0,60,Male,17387,362679.86,21,New,29,Delhi,4502.05,7176,1665258,893,Paid,Corporate layoffs rise across tech firms,-0.92,TCS
